cid,cmpdname,cmpdsynonym,mw,mf,polararea,complexity,xlogp,heavycnt,hbonddonor,hbondacc,rotbonds,inchikey,iupacname,meshheadings,annothits,annothitcnt,aids,cidcdate,dois
6478232,"Ethyl (E,4S)-4-[[(2S)-2-[[(2S)-3,3-dimethyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]butanoyl]amino]-3-(4-fluorophenyl)propanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate","CHEMBL21082|AC1O55R6|BDBM50075610|ethyl (E,4S)-4-[[(2S)-2-[[(2S)-3,3-dimethyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]butanoyl]amino]-3-(4-fluorophenyl)propanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate|4-[2-{3,3-Dimethyl-2-[(5-methyl-isoxazole-3-carbonyl)-amino]-butyrylamino}-3-(4-fluoro-phenyl)-propionylamino]-5-(2-oxo-pyrrolidin-3-yl)-pent-2-enoic acid, ethyl ester|(E)-(S)-4-[(S)-2-{(S)-3,3-Dimethyl-2-[(5-methyl-isoxazole-3-carbonyl)-amino]-butyrylamino}-3-(4-fluoro-phenyl)-propionylamino]-5-(",613.700,C31H40FN5O7,169.000,1060.000,NULL,44,4,9,15,JBRKSGSKGATCEA-CVVFYGBQSA-N,"ethyl (E,4S)-4-[[(2S)-2-[[(2S)-3,3-dimethyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]butanoyl]amino]-3-(4-fluorophenyl)propanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",NULL,99602,6,"46550,50450,52599,67162,163834,163987,211384,215013,228287",20060429,10.1021/jm9805384
6478681,"Benzyl (E,4S)-4-[[(2S)-2-[3-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-2-oxopyridin-1-yl]butanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate","AC1O56OC|CHEMBL345023|(E)-4-[2-(3-{[1-(5-Methyl-isoxazol-3-yl)-methanoyl]-amino}-2-oxo-2H-pyridin-1-yl)-butanoylamino]-5-(2-oxo-pyrrolidin-3-yl)-pent-2-enoic acid benzyl ester|benzyl (E,4S)-4-[[(2S)-2-[3-[(5-methylisoxazole-3-carbonyl)amino]-2-oxo-1-pyridyl]butanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate|benzyl (E,4S)-4-[[(2S)-2-[3-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-2-oxopyridin-1-yl]butanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",575.600,C30H33N5O7,160.000,1110.000,NULL,42,3,8,13,JCRZIFCWUXJHSS-CKQBFUQQSA-N,"benzyl (E,4S)-4-[[(2S)-2-[3-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-2-oxopyridin-1-yl]butanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",NULL,99602,6,"7780,9509,15018,16474,21986,24647,24648,24650,24653,24655,24656,24658,26421,45269,84561,163807",20060429,10.1021/jm030166l
6479024,"Benzyl (E,4S)-4-[[(2S)-2-[3-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-2-oxopyridin-1-yl]pent-4-ynoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate","AC1O577V|CHEMBL140521|benzyl (E,4S)-4-[[(2S)-2-[3-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-2-oxopyridin-1-yl]pent-4-ynoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate|2-Pentenoic acid, 4-[[(2S)-2-[3-[[(5-methyl-3-isoxazolyl)carbonyl]amino]-2-oxo-1(2H)-pyridinyl]-1-oxo-4-pentynyl]amino]-5-[(3S)-2-oxo-3-pyrrolidinyl]-, phenylmethyl ester, (2E,4S)-|benzyl (E,4S)-4-[[(2S)-2-[3-[(5-methylisoxazole-3-carbonyl)amino]-2-oxo-1-pyridyl]pent-4-ynoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",585.600,C31H31N5O7,160.000,1210.000,NULL,43,3,8,13,OAMLXQDGOIMGAF-KRGVZGDRSA-N,"benzyl (E,4S)-4-[[(2S)-2-[3-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-2-oxopyridin-1-yl]pent-4-ynoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",NULL,99602,6,"7780,9509,15015,15018,16474,21986,24648,24650,24652,24655,24656,24658,26421,45269,84561,163807",20060429,10.1021/jm030166l
10122331,"Cyclopentyl (E,4S)-4-[[(2S)-3-(3,4-difluorophenyl)-2-[3-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-2-oxopyridin-1-yl]propanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate","(E)-(S)-4-[(S)-3-(3,4-Difluorophenyl)-2-(3-{[1-(5-Methyl-isoxazol-3-yl)-methanoyl]-amino}-2-oxo-2H-pyridin-1-yl)-propanoylamino]-5-((S)-2-oxo-pyrrolidin-3-yl)-pent-2-enoic acid cyclopentyl ester|cyclopentyl (E,4S)-4-[[(2S)-3-(3,4-difluorophenyl)-2-[3-[(5-methylisoxazole-3-carbonyl)amino]-2-oxo-1-pyridyl]propanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",651.700,C33H35F2N5O7,160.000,1290.000,NULL,47,3,10,13,CUXVCXTXZGIJIV-XROKJQKSSA-N,"cyclopentyl (E,4S)-4-[[(2S)-3-(3,4-difluorophenyl)-2-[3-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-2-oxopyridin-1-yl]propanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",NULL,1040,2,NULL,20061025,NULL
10122355,"2,2-Dimethylpropyl (E,4S)-4-[[(2S)-3-(3,4-difluorophenyl)-2-[3-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-2-oxopyridin-1-yl]propanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",NULL,653.700,C33H37F2N5O7,160.000,1280.000,NULL,47,3,10,14,XXEGWAYKGXEKKV-ATQXNFRPSA-N,"2,2-dimethylpropyl (E,4S)-4-[[(2S)-3-(3,4-difluorophenyl)-2-[3-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-2-oxopyridin-1-yl]propanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",NULL,,,NULL,20061025,NULL
10145170,"N-[1-[(2S)-3-(4-Fluorophenyl)-1-oxo-1-[[(1E,2S)-1-(2-oxooxolan-3-ylidene)-3-(2-oxopyrrolidin-3-yl)propan-2-yl]amino]propan-2-yl]-2-oxopyridin-3-yl]-5-methyl-1,2-oxazole-3-carboxamide",NULL,591.600,C30H30FN5O7,160.000,1210.000,NULL,43,3,9,10,SYRRIXCEQDEKDO-MWNNUDDKSA-N,"N-[1-[(2S)-3-(4-fluorophenyl)-1-oxo-1-[[(1E,2S)-1-(2-oxooxolan-3-ylidene)-3-(2-oxopyrrolidin-3-yl)propan-2-yl]amino]propan-2-yl]-2-oxopyridin-3-yl]-5-methyl-1,2-oxazole-3-carboxamide",NULL,,,NULL,20061025,NULL
10146320,"Propan-2-yl (E,4S)-4-[[(2S)-2-[3-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-2-oxo-5-(trifluoromethyl)pyridin-1-yl]-3-phenylpropanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",NULL,657.600,C32H34F3N5O7,160.000,1290.000,NULL,47,3,11,13,KSHOPSNBZKUQJY-ZUBAIHIGSA-N,"propan-2-yl (E,4S)-4-[[(2S)-2-[3-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-2-oxo-5-(trifluoromethyl)pyridin-1-yl]-3-phenylpropanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",NULL,,,NULL,20061025,NULL
10233159,"Benzyl (E,4S)-4-[[(2S)-2-[3-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-2-oxo-5-(trifluoromethyl)pyridin-1-yl]butanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",NULL,643.600,C31H32F3N5O7,160.000,1260.000,NULL,46,3,11,13,PDPJCWBGTYOGII-ZNLABWCGSA-N,"benzyl (E,4S)-4-[[(2S)-2-[3-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-2-oxo-5-(trifluoromethyl)pyridin-1-yl]butanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",NULL,,,NULL,20061025,NULL
10283874,"Cycloheptyl (E,4S)-4-[[(2S)-3-(3,4-difluorophenyl)-2-[3-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-2-oxo-5-(trifluoromethyl)pyridin-1-yl]propanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",NULL,747.700,C36H38F5N5O7,160.000,1460.000,NULL,53,3,13,13,DXMRJSDXXKXMMG-PDXHHTLESA-N,"cycloheptyl (E,4S)-4-[[(2S)-3-(3,4-difluorophenyl)-2-[3-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-2-oxo-5-(trifluoromethyl)pyridin-1-yl]propanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",NULL,,,NULL,20061025,NULL
10325977,"Ethyl (E)-4-[[2-(4-fluorophenyl)-6-methyl-5-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-4-oxoheptanoyl]amino]-5-(2-oxopyrrolidin-3-yl)pent-2-enoate",NULL,584.600,C30H37FN4O7,157.000,998.000,NULL,42,3,9,15,GPFPUCCAVGIJMU-ZHACJKMWSA-N,"ethyl (E)-4-[[2-(4-fluorophenyl)-6-methyl-5-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-4-oxoheptanoyl]amino]-5-(2-oxopyrrolidin-3-yl)pent-2-enoate",NULL,,,NULL,20061025,NULL
11456159,"Ethyl (E)-4-[[2-[(4-fluorophenyl)methyl]-6-methyl-5-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-4-oxoheptanoyl]amino]-5-(2-oxopyrrolidin-3-yl)pent-2-enoate","223537-30-2|SCHEMBL6687773|RT-015467|4-[[2-[(4-Fluorophenyl)methyl]-6-methyl-5-[(5-methyl-3-isoxazolyl)carbonylamino]-1,4-dioxoheptyl]amino]-5-(2-oxo-3-pyrrolidinyl)-2-pentenoic acid ethyl ester",598.700,C31H39FN4O7,157.000,1010.000,NULL,43,3,9,16,CAYJBRBGZBCZKO-ZHACJKMWSA-N,"ethyl (E)-4-[[2-[(4-fluorophenyl)methyl]-6-methyl-5-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-4-oxoheptanoyl]amino]-5-(2-oxopyrrolidin-3-yl)pent-2-enoate",NULL,1040,2,NULL,20061026,NULL
11584963,"Ethyl (E,4S)-4-[[(2S)-2-[[(2S)-3-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]butanoyl]amino]-2-phenylacetyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",NULL,567.600,C29H37N5O7,169.000,965.000,NULL,41,4,8,14,JKTZVLAMBYJXGN-RECMVQNQSA-N,"ethyl (E,4S)-4-[[(2S)-2-[[(2S)-3-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]butanoyl]amino]-2-phenylacetyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",NULL,,,NULL,20061026,NULL
11599683,"Ethyl (E,4S)-4-[[(2R,5S)-2-[(4-fluorophenyl)methyl]-6-methyl-5-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-4-oxoheptanoyl]amino]-5-(2-oxopyrrolidin-3-yl)pent-2-enoate",NULL,598.700,C31H39FN4O7,157.000,1010.000,NULL,43,3,9,16,CAYJBRBGZBCZKO-XVAJWODFSA-N,"ethyl (E,4S)-4-[[(2R,5S)-2-[(4-fluorophenyl)methyl]-6-methyl-5-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-4-oxoheptanoyl]amino]-5-(2-oxopyrrolidin-3-yl)pent-2-enoate",NULL,,,NULL,20061026,NULL
11600043,"Benzyl (E,4S)-4-[[(2S)-4-methyl-2-[[(2S)-3-methyl-2-[[(2S)-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]propanoyl]amino]butanoyl]amino]pentanoyl]amino]-5-(2-oxopyrrolidin-3-yl)pent-2-enoate",NULL,680.800,C35H48N6O8,198.000,1190.000,NULL,49,5,9,18,IDBWWEGDLCFCTD-RGUNBSALSA-N,"benzyl (E,4S)-4-[[(2S)-4-methyl-2-[[(2S)-3-methyl-2-[[(2S)-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]propanoyl]amino]butanoyl]amino]pentanoyl]amino]-5-(2-oxopyrrolidin-3-yl)pent-2-enoate",NULL,,,NULL,20061026,NULL
11642725,"Ethyl (E,4S)-4-[[(2R,5S)-2-benzyl-6-methyl-5-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-4-oxoheptanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate","CHEMBL194398|AG7088 analogue 1c|BDBM11245|ethyl (E,4S)-4-[[(2R,5S)-2-benzyl-6-methyl-5-[(5-methylisoxazole-3-carbonyl)amino]-4-oxo-heptanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate|ethyl (2E,4S)-4-[(2R,5S)-2-benzyl-6-methyl-5-[(5-methyl-1,2-oxazol-3-yl)formamido]-4-oxoheptanamido]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",580.700,C31H40N4O7,157.000,978.000,NULL,42,3,8,16,DHTSLDPANDNYNQ-SJNZOZTPSA-N,"ethyl (E,4S)-4-[[(2R,5S)-2-benzyl-6-methyl-5-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-4-oxoheptanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",NULL,33042,4,"253750,253856,254965,301777,301778",20061026,10.1016/j.bmc.2005.05.065|10.1016/j.bmcl.2007.08.031|10.1021/jm050548m
11757719,"Ethyl (E,4S)-7-amino-4-[[(2S)-2-[[(2S)-4-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]pentanoyl]amino]-3-phenylpropanoyl]amino]-7-oxohept-2-enoate","ethyl (E,4S)-7-amino-4-[[(2S)-2-[[(2S)-4-methyl-2-[(5-methylisoxazole-3-carbonyl)amino]pentanoyl]amino]-3-phenyl-propanoyl]amino]-7-oxo-hept-2-enoate|6-Carbamoyl-4-(2-{4-methyl-2-[(5-methyl-isoxazole-3-carbonyl)-amino]-pentanoylamino}-3-phenyl-propionylamino)-hex-2-enoic acid ethyl ester",569.600,C29H39N5O7,183.000,919.000,NULL,41,4,8,17,PRJDINOEQYAYIT-KKDRGVPQSA-N,"ethyl (E,4S)-7-amino-4-[[(2S)-2-[[(2S)-4-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]pentanoyl]amino]-3-phenylpropanoyl]amino]-7-oxohept-2-enoate",NULL,1040,2,NULL,20061026,NULL
15547373,"Ethyl (E,4S)-7-amino-4-[[(2S)-2-[methyl-[(2S)-4-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]pentanoyl]amino]-3-phenylpropanoyl]amino]-7-oxohept-2-enoate",CHEMBL262675,583.700,C30H41N5O7,174.000,950.000,2.700,42,3,8,17,GCMBSRPWEFZQKW-DEUOMTTOSA-N,"ethyl (E,4S)-7-amino-4-[[(2S)-2-[methyl-[(2S)-4-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]pentanoyl]amino]-3-phenylpropanoyl]amino]-7-oxohept-2-enoate",NULL,99346,5,"3280,93038",20070210,10.1016/s0960-894x(99)00368-6
15547374,"Ethyl (E,4S)-7-amino-4-[[(2S)-3-(4-fluorophenyl)-2-[methyl-[(2S)-4-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]pentanoyl]amino]propanoyl]amino]-7-oxohept-2-enoate","CHEMBL71839|6-Carbamoyl-4-[3-(4-fluoro-phenyl)-2-(methyl-{4-methyl-2-[(5-methyl-isoxazole-3-carbonyl)-amino]-pentanoyl}-amino)-propionylamino]-hex-2-enoic acid ethyl ester|ethyl (E,4S)-7-amino-4-[[(2S)-3-(4-fluorophenyl)-2-[methyl-[(2S)-4-methyl-2-[(5-methylisoxazole-3-carbonyl)amino]pentanoyl]amino]propanoyl]amino]-7-oxo-hept-2-enoate",601.700,C30H40FN5O7,174.000,986.000,NULL,43,3,9,17,SBFKUKHKIOGZJR-XNCNTFHWSA-N,"ethyl (E,4S)-7-amino-4-[[(2S)-3-(4-fluorophenyl)-2-[methyl-[(2S)-4-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]pentanoyl]amino]propanoyl]amino]-7-oxohept-2-enoate",NULL,99346,5,"3280,93038",20070210,10.1016/s0960-894x(99)00368-6
15954032,"Ethyl (E,4S)-4-[[(2R,5R)-2-[(4-fluorophenyl)methyl]-6-methyl-5-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-4-oxoheptanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate","(5R)-Rupintrivir|ZINC59402108|(2E,4S)-4-[[(2R,5R)-2-[(4-Fluorophenyl)methyl]-6-methyl-5-[[(5-methyl-3-isoxazolyl)carbonyl]amino]-1,4-dioxoheptyl]amino]-5-[(3S)-2-oxo-3-pyrrolidinyl]-2-pentenoic Acid",598.700,C31H39FN4O7,157.000,1010.000,NULL,43,3,9,16,CAYJBRBGZBCZKO-YVXKQXFXSA-N,"ethyl (E,4S)-4-[[(2R,5R)-2-[(4-fluorophenyl)methyl]-6-methyl-5-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-4-oxoheptanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",NULL,,,NULL,20070308,NULL
15954228,"Cyclohexyl (E,4S)-4-[[(2S)-3-(3,4-difluorophenyl)-2-[3-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-2-oxopyridin-1-yl]propanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate","(E)-(S)-4-[(S)-3-(3,4-Difluorophenyl)-2-(3-{[1-(5-Methyl-isoxazol-3-yl)-methanoyl]-amino}-2-oxo-2H-pyridin-1-yl)-propanoylamino]-5-((S)-2-oxo-pyrrolidin-3-yl)-pent-2-enoic acid cyclohexyl ester|cyclohexyl (E,4S)-4-[[(2S)-3-(3,4-difluorophenyl)-2-[3-[(5-methylisoxazole-3-carbonyl)amino]-2-oxo-1-pyridyl]propanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",665.700,C34H37F2N5O7,160.000,1300.000,NULL,48,3,10,13,QSBDBZXLLULSKR-AKWCEWSDSA-N,"cyclohexyl (E,4S)-4-[[(2S)-3-(3,4-difluorophenyl)-2-[3-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-2-oxopyridin-1-yl]propanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",NULL,1040,2,NULL,20070308,NULL
15954229,"Propan-2-yl (E,4S)-4-[[(2S)-2-[3-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-2-oxopyridin-1-yl]-3-phenylpropanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate","(E)-(S)-4-[(S)-2-(3-{[1-(5-Methyl-isoxazol-3-yl)-methanoyl]amino}-2-oxo-2H-pyridin-1-yl)-3-phenyl-propanoylamino]-5-((S)-2-oxo-pyrrolidin-3-yl)-pent-2-enoic acid isopropyl ester|isopropyl (E,4S)-4-[[(2S)-2-[3-[(5-methylisoxazole-3-carbonyl)amino]-2-oxo-1-pyridyl]-3-phenyl-propanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",589.600,C31H35N5O7,160.000,1140.000,NULL,43,3,8,13,GDKSFXZDBNFUIQ-RGTUMXNPSA-N,"propan-2-yl (E,4S)-4-[[(2S)-2-[3-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-2-oxopyridin-1-yl]-3-phenylpropanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",NULL,1040,2,NULL,20070308,NULL
15954233,"N-[(3S,6R)-6-[(4-Fluorophenyl)methyl]-2-methyl-4,7-dioxo-7-[[(1E,2S)-1-(2-oxooxolan-3-ylidene)-3-[(3S)-2-oxopyrrolidin-3-yl]propan-2-yl]amino]heptan-3-yl]-5-methyl-1,2-oxazole-3-carboxamide","CHEMBL3815034|N-[(1S,4R)-4-[(4-fluorophenyl)methyl]-1-isopropyl-2,5-dioxo-5-[[(1S,2E)-1-[[(3S)-2-oxopyrrolidin-3-yl]methyl]-2-(2-oxotetrahydrofuran-3-ylidene)ethyl]amino]pentyl]-5-methyl-isoxazole-3-carboxamide|5-Methylisoxazole-3-carboxylicacid {5-(4-fluorophenyl)-1-isopropyl-2-oxo-4-[2-(2-oxodihydrofuran-3-ylidine)-1-(2-oxopyrrolidin-3-ylmethyl)-ethylcarbamoyl]-pentyl} amide",596.600,C31H37FN4O7,157.000,1070.000,NULL,43,3,9,13,CALKYRSEXBYKAI-ILGFIILKSA-N,"N-[(3S,6R)-6-[(4-fluorophenyl)methyl]-2-methyl-4,7-dioxo-7-[[(1E,2S)-1-(2-oxooxolan-3-ylidene)-3-[(3S)-2-oxopyrrolidin-3-yl]propan-2-yl]amino]heptan-3-yl]-5-methyl-1,2-oxazole-3-carboxamide",NULL,99346,5,"1305669,1305670,1305671,1305672,1305674,1305675,1305676,1305678,1305679,1305680",20070308,10.1016/j.bmcl.2016.05.036
15954628,"Cycloheptyl (E,4S)-4-[[(2S)-3-(3,4-difluorophenyl)-2-[3-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-2-oxopyridin-1-yl]propanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate","2-Pentenoic acid, 4-[[(2S)-3-(3,4-difluorophenyl)-2-[3-[[(5-methyl-3-isoxazolyl)carbonyl]amino]-2-oxo-1(2H)-pyridinyl]-1-oxopropyl]amino]-5-[(3S)-2-oxo-3-pyrrolidinyl]-, cycloheptyl ester, (2E,4S)-|cycloheptyl (E,4S)-4-[[(2S)-3-(3,4-difluorophenyl)-2-[3-[(5-methylisoxazole-3-carbonyl)amino]-2-oxo-1-pyridyl]propanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",679.700,C35H39F2N5O7,160.000,1320.000,NULL,49,3,10,13,RXSDMHXLCSXVNK-XUIACOEUSA-N,"cycloheptyl (E,4S)-4-[[(2S)-3-(3,4-difluorophenyl)-2-[3-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-2-oxopyridin-1-yl]propanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",NULL,1040,2,NULL,20070308,NULL
15954633,"Propan-2-yl (E,4S)-4-[[(2S)-3-(4-fluorophenyl)-2-[3-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-2-oxopyridin-1-yl]propanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",NULL,607.600,C31H34FN5O7,160.000,1180.000,NULL,44,3,9,13,SZDNDCIRAQSZGT-LXNMPQBYSA-N,"propan-2-yl (E,4S)-4-[[(2S)-3-(4-fluorophenyl)-2-[3-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-2-oxopyridin-1-yl]propanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",NULL,,,NULL,20070308,NULL
15956553,"Ethyl (E,4S)-4-[[(2S)-2-[[(2S)-3-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]butanoyl]amino]-3-phenylpropanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate","AG7088 analogue 2c|CHEMBL238216|BDBM11249|ethyl (E,4S)-4-[[(2S)-2-[[(2S)-3-methyl-2-[(5-methylisoxazole-3-carbonyl)amino]butanoyl]amino]-3-phenyl-propanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate|ethyl (2E,4S)-4-[(2S)-2-[(2S)-3-methyl-2-[(5-methyl-1,2-oxazol-3-yl)formamido]butanamido]-3-phenylpropanamido]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate|(S,E)-Ethyl 4-((S)-2-((S)-3-methyl-2-(5-methylisoxazole-3-carboxamido)butanamido)-3-phenylpropanamido)-5-((R-2-oxopyrrolidin-3-yl)pent-2-enoate",581.700,C30H39N5O7,169.000,981.000,NULL,42,4,8,15,PANGWSCMXDVPFP-BNQYSQCVSA-N,"ethyl (E,4S)-4-[[(2S)-2-[[(2S)-3-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]butanoyl]amino]-3-phenylpropanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",NULL,258,2,"301777,301778",20070308,10.1016/j.bmc.2005.05.065|10.1016/j.bmcl.2007.08.031
15959300,"Ethyl (E,4S)-4-[[(2S)-2-[[(2S)-3-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]butanoyl]amino]-3-phenylpropanoyl]amino]-5-phenylpent-2-enoate","AG7088 analogue 4c|BDBM11257|ethyl (E,4S)-4-[[(2S)-2-[[(2S)-3-methyl-2-[(5-methylisoxazole-3-carbonyl)amino]butanoyl]amino]-3-phenyl-propanoyl]amino]-5-phenyl-pent-2-enoate|ethyl (2E,4S)-4-[(2S)-2-[(2S)-3-methyl-2-[(5-methyl-1,2-oxazol-3-yl)formamido]butanamido]-3-phenylpropanamido]-5-phenylpent-2-enoate",574.700,C32H38N4O6,140.000,913.000,NULL,42,3,7,15,DECFOJTYZGEZPC-RWBCRXJQSA-N,"ethyl (E,4S)-4-[[(2S)-2-[[(2S)-3-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]butanoyl]amino]-3-phenylpropanoyl]amino]-5-phenylpent-2-enoate",NULL,256,1,NULL,20070308,10.1016/j.bmc.2005.05.065
20610262,"Prop-2-enyl N-[1-[3-(1-benzoylpyrrolidin-2-yl)-1,2-oxazol-5-yl]-3-oxobutan-2-yl]carbamate",NULL,411.500,C22H25N3O5,102.000,634.000,NULL,30,1,6,9,ITPMXDNBRNGCIV-UHFFFAOYSA-N,"prop-2-enyl N-[1-[3-(1-benzoylpyrrolidin-2-yl)-1,2-oxazol-5-yl]-3-oxobutan-2-yl]carbamate",NULL,1040,2,NULL,20071205,NULL
