cid,cmpdname,cmpdsynonym,mw,mf,polararea,complexity,xlogp,heavycnt,hbonddonor,hbondacc,rotbonds,inchikey,iupacname,meshheadings,annothits,annothitcnt,aids,cidcdate,dois
74062695,"Benzyl 4-[2-[3-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-2-oxopyridin-1-yl]butanoylamino]-5-(2-oxopyrrolidin-3-yl)pent-2-enoate",NULL,575.600,C30H33N5O7,160.000,1110.000,NULL,42,3,8,13,JCRZIFCWUXJHSS-UHFFFAOYSA-N,"benzyl 4-[2-[3-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-2-oxopyridin-1-yl]butanoylamino]-5-(2-oxopyrrolidin-3-yl)pent-2-enoate",NULL,1040,2,NULL,20140606,NULL
74241334,"Benzyl 3-[[(5-methyl-1,2-oxazole-3-carbonyl)amino]methyl]piperidine-1-carboxylate",benzyl 3-({[(5-methylisoxazol-3-yl)carbonyl]amino}methyl)piperidine-1-carboxylate,357.400,C19H23N3O4,84.700,481.000,NULL,26,1,5,6,KIGJZBYJWFBJTC-UHFFFAOYSA-N,"benzyl 3-[[(5-methyl-1,2-oxazole-3-carbonyl)amino]methyl]piperidine-1-carboxylate",NULL,,,NULL,20140609,NULL
78412247,"Ethyl 7-amino-4-[[2-[4-methyl-3-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-2-oxopyridin-1-yl]-3-phenylpropanoyl]amino]-7-oxohept-2-enoate",NULL,563.600,C29H33N5O7,174.000,1080.000,NULL,41,3,8,14,PMLXJMVSESGFEC-UHFFFAOYSA-N,"ethyl 7-amino-4-[[2-[4-methyl-3-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-2-oxopyridin-1-yl]-3-phenylpropanoyl]amino]-7-oxohept-2-enoate",NULL,1040,2,NULL,20141013,NULL
78412248,"Ethyl 4-[[3-(4-fluorophenyl)-2-[3-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-2-oxopyridin-1-yl]propanoyl]amino]-5-(2-oxopyrrolidin-3-yl)pent-2-enoate",NULL,593.600,C30H32FN5O7,160.000,1150.000,NULL,43,3,9,13,DPSADWBPDLMTOY-UHFFFAOYSA-N,"ethyl 4-[[3-(4-fluorophenyl)-2-[3-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-2-oxopyridin-1-yl]propanoyl]amino]-5-(2-oxopyrrolidin-3-yl)pent-2-enoate",NULL,1040,2,NULL,20141013,NULL
90325680,"N-(Oxolan-3-ylmethyl)-5-(3-phenylmethoxypropyl)-1,2-oxazole-3-carboxamide",SCHEMBL15931511|ZTEMPDFKRNVCGH-UHFFFAOYSA-N|N-(tetrahydrofuran-3-ylmethyl)-5-(3-benzyloxypropyl)isoxazole-3-carboxamide,344.400,C19H24N2O4,73.600,401.000,NULL,25,1,5,9,ZTEMPDFKRNVCGH-UHFFFAOYSA-N,"N-(oxolan-3-ylmethyl)-5-(3-phenylmethoxypropyl)-1,2-oxazole-3-carboxamide",NULL,1040,2,NULL,20150213,NULL
90325681,"N-(Oxolan-3-ylmethyl)-5-(5-phenylmethoxypentyl)-1,2-oxazole-3-carboxamide",SCHEMBL15931512|PHJHETBIZLHQOJ-UHFFFAOYSA-N|N-(tetrahydrofuran-3-ylmethyl)-5-(5-benzyloxypentyl)isoxazole-3-carboxamide,372.500,C21H28N2O4,73.600,428.000,NULL,27,1,5,11,PHJHETBIZLHQOJ-UHFFFAOYSA-N,"N-(oxolan-3-ylmethyl)-5-(5-phenylmethoxypentyl)-1,2-oxazole-3-carboxamide",NULL,1040,2,NULL,20150213,NULL
90325839,"N-(Oxolan-3-ylmethyl)-5-(6-phenylmethoxyhexyl)-1,2-oxazole-3-carboxamide",SCHEMBL15931693|TXYFYHUXVNRPBM-UHFFFAOYSA-N|N-(tetrahydrofuran-3-ylmethyl)-5-(6-benzyloxyhexyl)isoxazole-3-carboxamide,386.500,C22H30N2O4,73.600,442.000,NULL,28,1,5,12,TXYFYHUXVNRPBM-UHFFFAOYSA-N,"N-(oxolan-3-ylmethyl)-5-(6-phenylmethoxyhexyl)-1,2-oxazole-3-carboxamide",NULL,1040,2,NULL,20150213,NULL
90325947,"N-(Oxolan-3-ylmethyl)-5-(4-phenylmethoxybutyl)-1,2-oxazole-3-carboxamide",SCHEMBL15931819|PAGMKBALAXZLOA-UHFFFAOYSA-N|N-(tetrahydrofuran-3-ylmethyl)-5-(4-benzyloxybutyl)isoxazole-3-carboxamide,358.400,C20H26N2O4,73.600,415.000,NULL,26,1,5,10,PAGMKBALAXZLOA-UHFFFAOYSA-N,"N-(oxolan-3-ylmethyl)-5-(4-phenylmethoxybutyl)-1,2-oxazole-3-carboxamide",NULL,1040,2,NULL,20150213,NULL
90784389,"N-[1-[(2S)-1-[[(2S)-1-[(3S)-1-Deuterio-2-oxopyrrolidin-3-yl]-3-(2-oxooxolan-3-ylidene)propan-2-yl]amino]-3-(4-fluorophenyl)-1-oxopropan-2-yl]-2-oxopyridin-3-yl]-5-methyl-1,2-oxazole-3-carboxamide",NULL,592.600,C30H30FN5O7,160.000,1210.000,NULL,43,3,9,10,SYRRIXCEQDEKDO-NSSSWZFHSA-N,"N-[1-[(2S)-1-[[(2S)-1-[(3S)-1-deuterio-2-oxopyrrolidin-3-yl]-3-(2-oxooxolan-3-ylidene)propan-2-yl]amino]-3-(4-fluorophenyl)-1-oxopropan-2-yl]-2-oxopyridin-3-yl]-5-methyl-1,2-oxazole-3-carboxamide",NULL,1040,2,NULL,20150316,NULL
90972871,"N-[(3S,6R)-6-[(4-Fluorophenyl)methyl]-2-methyl-4,7-dioxo-7-[[(2S)-1-(2-oxooxolan-3-ylidene)-3-[(3S)-2-oxopyrrolidin-3-yl]propan-2-yl]amino]heptan-3-yl]-5-methyl-1,2-oxazole-3-carboxamide",NULL,596.600,C31H37FN4O7,157.000,1070.000,NULL,43,3,9,13,CALKYRSEXBYKAI-QNKJOHNESA-N,"N-[(3S,6R)-6-[(4-fluorophenyl)methyl]-2-methyl-4,7-dioxo-7-[[(2S)-1-(2-oxooxolan-3-ylidene)-3-[(3S)-2-oxopyrrolidin-3-yl]propan-2-yl]amino]heptan-3-yl]-5-methyl-1,2-oxazole-3-carboxamide",NULL,1040,2,NULL,20150317,NULL
91060557,"Benzyl N-[1-[(2S)-1-[[(E,4S)-7-amino-7-oxohept-2-en-4-yl]amino]-1-oxo-3-phenylpropan-2-yl]-2-oxopyridin-3-yl]carbamate;5-methyl-N-[2-oxo-1-[(2S)-1-oxo-1-[[(E,2S)-1-[(3S)-2-oxopyrrolidin-3-yl]pent-3-en-2-yl]amino]butan-2-yl]pyridin-3-yl]-1,2-oxazole-3-carboxamide",NULL,972.100,C52H61N9O10,265.000,1780.000,NULL,71,6,11,22,VZTQCFRRCYKJCZ-TYFHLYSDSA-N,"benzyl N-[1-[(2S)-1-[[(E,4S)-7-amino-7-oxohept-2-en-4-yl]amino]-1-oxo-3-phenylpropan-2-yl]-2-oxopyridin-3-yl]carbamate;5-methyl-N-[2-oxo-1-[(2S)-1-oxo-1-[[(E,2S)-1-[(3S)-2-oxopyrrolidin-3-yl]pent-3-en-2-yl]amino]butan-2-yl]pyridin-3-yl]-1,2-oxazole-3-carboxamide",NULL,1040,2,NULL,20150317,NULL
91069567,"Propan-2-yl (4S)-4-[[(2S)-2-[3-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-2-oxopyridin-1-yl]-3-phenylpropanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",NULL,589.600,C31H35N5O7,160.000,1140.000,NULL,43,3,8,13,GDKSFXZDBNFUIQ-ZEVJAHDQSA-N,"propan-2-yl (4S)-4-[[(2S)-2-[3-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-2-oxopyridin-1-yl]-3-phenylpropanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",NULL,1040,2,NULL,20150317,NULL
91074287,"Ethyl (4S)-4-[[(2S)-3-(4-fluorophenyl)-2-[[(2S)-3-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]butanoyl]amino]propanoyl]amino]-5-(2-oxopyrrolidin-3-yl)pent-2-enoate",NULL,599.600,C30H38FN5O7,169.000,1020.000,NULL,43,4,9,15,JSJRYDPMCHPLOL-IMVJZJNFSA-N,"ethyl (4S)-4-[[(2S)-3-(4-fluorophenyl)-2-[[(2S)-3-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]butanoyl]amino]propanoyl]amino]-5-(2-oxopyrrolidin-3-yl)pent-2-enoate",NULL,1040,2,NULL,20150317,NULL
91085238,"Ethyl (4S)-7-amino-4-[[(2S)-2-[[(2S)-4-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]pentanoyl]amino]-3-phenylpropanoyl]amino]-7-oxohept-2-enoate",NULL,569.600,C29H39N5O7,183.000,919.000,NULL,41,4,8,17,PRJDINOEQYAYIT-VABKMULXSA-N,"ethyl (4S)-7-amino-4-[[(2S)-2-[[(2S)-4-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]pentanoyl]amino]-3-phenylpropanoyl]amino]-7-oxohept-2-enoate",NULL,1040,2,NULL,20150317,NULL
91104078,"Cyclopentyl (4S)-4-[[(2S)-3-(3,4-difluorophenyl)-2-[3-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-2-oxopyridin-1-yl]propanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",NULL,651.700,C33H35F2N5O7,160.000,1290.000,NULL,47,3,10,13,CUXVCXTXZGIJIV-TYPXCFOJSA-N,"cyclopentyl (4S)-4-[[(2S)-3-(3,4-difluorophenyl)-2-[3-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-2-oxopyridin-1-yl]propanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",NULL,1040,2,NULL,20150317,NULL
91218291,"N-[1-[(2S)-1-[[(E,4S)-7-Amino-7-oxohept-2-en-4-yl]amino]-1-oxo-3-phenylpropan-2-yl]-4-methyl-2-oxopyridin-3-yl]-5-methyl-1,2-oxazole-3-carboxamide;benzyl N-[2-oxo-1-[(2S)-1-oxo-1-[[(E,2S)-1-[(3S)-2-oxopyrrolidin-3-yl]pent-3-en-2-yl]amino]-3-phenylpropan-2-yl]pyridin-3-yl]carbamate",NULL,1048.200,C58H65N9O10,265.000,1950.000,NULL,77,6,11,23,JRBQBOZZIAFEFA-ZQOHUTPOSA-N,"N-[1-[(2S)-1-[[(E,4S)-7-amino-7-oxohept-2-en-4-yl]amino]-1-oxo-3-phenylpropan-2-yl]-4-methyl-2-oxopyridin-3-yl]-5-methyl-1,2-oxazole-3-carboxamide;benzyl N-[2-oxo-1-[(2S)-1-oxo-1-[[(E,2S)-1-[(3S)-2-oxopyrrolidin-3-yl]pent-3-en-2-yl]amino]-3-phenylpropan-2-yl]pyridin-3-yl]carbamate",NULL,1040,2,NULL,20150317,NULL
91328107,"N-[1-[(2S)-3-(4-Fluorophenyl)-1-oxo-1-[[(2S)-1-(2-oxooxolan-3-ylidene)-3-[(3S)-2-oxopyrrolidin-3-yl]propan-2-yl]amino]propan-2-yl]-2-oxopyridin-3-yl]-5-methyl-1,2-oxazole-3-carboxamide",NULL,591.600,C30H30FN5O7,160.000,1210.000,NULL,43,3,9,10,SYRRIXCEQDEKDO-JTJYXVOQSA-N,"N-[1-[(2S)-3-(4-fluorophenyl)-1-oxo-1-[[(2S)-1-(2-oxooxolan-3-ylidene)-3-[(3S)-2-oxopyrrolidin-3-yl]propan-2-yl]amino]propan-2-yl]-2-oxopyridin-3-yl]-5-methyl-1,2-oxazole-3-carboxamide",NULL,1040,2,NULL,20150317,NULL
91410415,"Cyclohexyl (4S)-4-[[(2S)-3-(3,4-difluorophenyl)-2-[3-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-2-oxopyridin-1-yl]propanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",NULL,665.700,C34H37F2N5O7,160.000,1300.000,NULL,48,3,10,13,QSBDBZXLLULSKR-CTWZREHQSA-N,"cyclohexyl (4S)-4-[[(2S)-3-(3,4-difluorophenyl)-2-[3-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-2-oxopyridin-1-yl]propanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",NULL,1040,2,NULL,20150317,NULL
91591182,"Cycloheptyl (4S)-4-[[(2S)-3-(3,4-difluorophenyl)-2-[3-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-2-oxopyridin-1-yl]propanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",NULL,679.700,C35H39F2N5O7,160.000,1320.000,NULL,49,3,10,13,RXSDMHXLCSXVNK-BBANNHEPSA-N,"cycloheptyl (4S)-4-[[(2S)-3-(3,4-difluorophenyl)-2-[3-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-2-oxopyridin-1-yl]propanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",NULL,1040,2,NULL,20150318,NULL
95147978,"Benzyl N-[(3S)-1-(5-propan-2-yl-1,2-oxazole-3-carbonyl)pyrrolidin-3-yl]carbamate",ZINC65529897,357.400,C19H23N3O4,84.700,493.000,NULL,26,1,5,6,PRUKLNWDRCXNLW-HNNXBMFYSA-N,"benzyl N-[(3S)-1-(5-propan-2-yl-1,2-oxazole-3-carbonyl)pyrrolidin-3-yl]carbamate",NULL,,,NULL,20151211,NULL
95147980,"Benzyl N-[(3R)-1-(5-propan-2-yl-1,2-oxazole-3-carbonyl)pyrrolidin-3-yl]carbamate",ZINC65529901,357.400,C19H23N3O4,84.700,493.000,NULL,26,1,5,6,PRUKLNWDRCXNLW-OAHLLOKOSA-N,"benzyl N-[(3R)-1-(5-propan-2-yl-1,2-oxazole-3-carbonyl)pyrrolidin-3-yl]carbamate",NULL,,,NULL,20151211,NULL
97925580,"Benzyl (3S)-3-[[(5-methyl-1,2-oxazole-3-carbonyl)amino]methyl]piperidine-1-carboxylate",ZINC97609969,357.400,C19H23N3O4,84.700,481.000,NULL,26,1,5,6,KIGJZBYJWFBJTC-INIZCTEOSA-N,"benzyl (3S)-3-[[(5-methyl-1,2-oxazole-3-carbonyl)amino]methyl]piperidine-1-carboxylate",NULL,,,NULL,20151211,NULL
97925581,"Benzyl (3R)-3-[[(5-methyl-1,2-oxazole-3-carbonyl)amino]methyl]piperidine-1-carboxylate",ZINC97609970,357.400,C19H23N3O4,84.700,481.000,NULL,26,1,5,6,KIGJZBYJWFBJTC-MRXNPFEDSA-N,"benzyl (3R)-3-[[(5-methyl-1,2-oxazole-3-carbonyl)amino]methyl]piperidine-1-carboxylate",NULL,,,NULL,20151211,NULL
100984567,"Ethyl (E,4S)-7-amino-4-[[(2S)-3-(4-fluorophenyl)-2-[methyl-[(2S)-3-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]butanoyl]amino]propanoyl]amino]-7-oxohept-2-enoate",NULL,587.600,C29H38FN5O7,174.000,970.000,NULL,42,3,9,16,LEWOTMGWXOCNNR-MVHXBRSJSA-N,"ethyl (E,4S)-7-amino-4-[[(2S)-3-(4-fluorophenyl)-2-[methyl-[(2S)-3-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]butanoyl]amino]propanoyl]amino]-7-oxohept-2-enoate",NULL,,,NULL,20151215,NULL
101081093,"Ethyl (E,4S)-4-[[(2R,5S)-2-[(4-fluorophenyl)methyl]-6-methyl-5-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-4-oxoheptanoyl]amino]-5-[(3R)-2-oxopyrrolidin-3-yl]pent-2-enoate","(4S)-4-(2-Oxopyrrolidine-3beta-ylmethyl)-4-[[(2R,5S)-1,4-dioxo-2-(4-fluorobenzyl)-5-(5-methylisoxazole-3-ylcarbonylamino)-6-methylheptyl]amino]-2-butenoic acid ethyl ester",598.700,C31H39FN4O7,157.000,1010.000,NULL,43,3,9,16,CAYJBRBGZBCZKO-MOJPIYRCSA-N,"ethyl (E,4S)-4-[[(2R,5S)-2-[(4-fluorophenyl)methyl]-6-methyl-5-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-4-oxoheptanoyl]amino]-5-[(3R)-2-oxopyrrolidin-3-yl]pent-2-enoate",NULL,,,NULL,20151217,NULL
102019607,"Ethyl (E,4S)-4-[[(2S)-3-(4-fluorophenyl)-2-[(2S)-3-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]butanoyl]oxypropanoyl]amino]-6-[(3R)-2-oxopyrrolidin-3-yl]hex-2-enoate",(4S)-4-[[(2S)-2-[N-(5-Methyl-3-isoxazolylcarbonyl)-L-valyloxy]-3-(4-fluorophenyl)propionyl]amino]-5-[[(3R)-2-oxopyrrolidine-3alpha-yl]methyl]-2-pentenoic acid ethyl ester,614.700,C31H39FN4O8,166.000,1030.000,NULL,44,3,10,17,LYLWUVIGOLKGNS-FXNVTSQKSA-N,"ethyl (E,4S)-4-[[(2S)-3-(4-fluorophenyl)-2-[(2S)-3-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]butanoyl]oxypropanoyl]amino]-6-[(3R)-2-oxopyrrolidin-3-yl]hex-2-enoate",NULL,,,NULL,20151224,NULL
102019608,"Ethyl (E,4S)-4-[[(2S)-3-(4-fluorophenyl)-2-[[(2S)-3-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]butanoyl]amino]propanoyl]amino]-6-[(3R)-2-oxopyrrolidin-3-yl]hex-2-enoate",(4S)-4-[[N-(5-Methyl-3-isoxazolylcarbonyl)-L-Val-4-fluoro-L-Phe-]amino]-5-[[(3R)-2-oxopyrrolidine-3alpha-yl]methyl]-2-pentenoic acid ethyl ester,613.700,C31H40FN5O7,169.000,1030.000,NULL,44,4,9,16,RXWOYPUZEVNWNJ-FACAOOLASA-N,"ethyl (E,4S)-4-[[(2S)-3-(4-fluorophenyl)-2-[[(2S)-3-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]butanoyl]amino]propanoyl]amino]-6-[(3R)-2-oxopyrrolidin-3-yl]hex-2-enoate",NULL,,,NULL,20151224,NULL
102019610,"Ethyl (E,4S,6R,9S)-6-[(4-fluorophenyl)methyl]-10-methyl-9-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-5,8-dioxo-4-[2-[(3R)-2-oxopyrrolidin-3-yl]ethyl]undec-2-enoate","(4S)-4-[(2R,5S)-2-(4-Fluorobenzyl)-4-oxo-5-(5-methyl-3-isoxazolylcarbonylamino)-6-methylheptanoyl]-5-[[(3R)-2-oxopyrrolidine-3alpha-yl]methyl]-2-pentenoic acid ethyl ester",597.700,C32H40FN3O7,145.000,1010.000,NULL,43,2,9,17,VUIPQZPJQIYEOJ-KYQWPLCFSA-N,"ethyl (E,4S,6R,9S)-6-[(4-fluorophenyl)methyl]-10-methyl-9-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-5,8-dioxo-4-[2-[(3R)-2-oxopyrrolidin-3-yl]ethyl]undec-2-enoate",NULL,,,NULL,20151224,NULL
102021036,"Ethyl (E,4S)-4-[[(2R,5S)-2-[(4-fluorophenyl)methyl]-6-methyl-5-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-4-oxoheptyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate","(S)-4-[[(2R,5S)-2-(4-Fluorobenzyl)-6-methyl-5-[(5-methylisoxazole-3-yl)carbonylamino]-4-oxoheptyl]amino]-5-[(S)-2-oxo-3-pyrrolidinyl]-2-pentenoic acid ethyl ester",584.700,C31H41FN4O6,140.000,938.000,NULL,42,3,9,17,YERPOLBGEOAQLG-CADGUDEYSA-N,"ethyl (E,4S)-4-[[(2R,5S)-2-[(4-fluorophenyl)methyl]-6-methyl-5-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-4-oxoheptyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",NULL,,,NULL,20151224,NULL
102513023,"Benzyl (E,4S)-4-[[(2S)-4-methyl-2-[[(2S)-3-methyl-2-[[(2S)-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]propanoyl]amino]butanoyl]amino]pentanoyl]amino]-5-[(3R)-2-oxopyrrolidin-3-yl]pent-2-enoate","(2E,4S)-4-[[N-[(5-Methyl-3-isoxazolyl)carbonyl]-L-Ala-L-Val-L-Leu-]amino]-5-[(3R)-2-oxo-3-pyrrolidinyl]-2-pentenoic acid benzyl ester",680.800,C35H48N6O8,198.000,1190.000,NULL,49,5,9,18,IDBWWEGDLCFCTD-QTJRCWRXSA-N,"benzyl (E,4S)-4-[[(2S)-4-methyl-2-[[(2S)-3-methyl-2-[[(2S)-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]propanoyl]amino]butanoyl]amino]pentanoyl]amino]-5-[(3R)-2-oxopyrrolidin-3-yl]pent-2-enoate",NULL,,,NULL,20151228,NULL
102515539,"Benzyl (3R,4S)-5-[(2R,3S)-2-hydroxypyrrolidin-3-yl]-4-[[(2S)-4-methyl-2-[[(2S)-3-methyl-2-[[(2S)-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]propanoyl]amino]butanoyl]amino]pentanoyl]amino]-3-sulfanylpentanoate",NULL,716.900,C35H52N6O8S,202.000,1140.000,NULL,50,7,11,19,ZFBJBSRQHSPOKY-FAJPGWTDSA-N,"benzyl (3R,4S)-5-[(2R,3S)-2-hydroxypyrrolidin-3-yl]-4-[[(2S)-4-methyl-2-[[(2S)-3-methyl-2-[[(2S)-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]propanoyl]amino]butanoyl]amino]pentanoyl]amino]-3-sulfanylpentanoate",NULL,4,1,NULL,20151231,NULL
114274675,"Benzyl (3S)-3-amino-4-[methyl-[(5-methyl-1,2-oxazol-3-yl)methyl]amino]-4-oxobutanoate",NULL,331.400,C17H21N3O4,98.700,426.000,NULL,24,1,6,8,BATXFTWEWGQSOO-HNNXBMFYSA-N,"benzyl (3S)-3-amino-4-[methyl-[(5-methyl-1,2-oxazol-3-yl)methyl]amino]-4-oxobutanoate",NULL,,,NULL,20160128,NULL
117870602,"Benzyl (2S)-3-methoxy-2-[[(2S)-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]propanoyl]amino]propanoate",SCHEMBL16463198|JONYVYCKHUPALH-BBRMVZONSA-N|(S)-3-methoxy-2-{(S)-2-[(5-methyl-isoxazole-3-carbonyl)-amino]-propionylamino}-propionic acid benzyl ester,389.400,C19H23N3O6,120.000,538.000,NULL,28,2,7,10,JONYVYCKHUPALH-BBRMVZONSA-N,"benzyl (2S)-3-methoxy-2-[[(2S)-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]propanoyl]amino]propanoate",NULL,1040,2,NULL,20160223,NULL
117870603,"Benzyl 3-methoxy-2-[2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]propanoylamino]propanoate",SCHEMBL16463199,389.400,C19H23N3O6,120.000,538.000,NULL,28,2,7,10,JONYVYCKHUPALH-UHFFFAOYSA-N,"benzyl 3-methoxy-2-[2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]propanoylamino]propanoate",NULL,1040,2,NULL,20160223,NULL
118536602,"[3-(Oxolan-3-ylmethylcarbamoyl)-1,2-oxazol-5-yl]methyl 3-phenylpropanoate",SCHEMBL17288364,358.400,C19H22N2O5,90.700,467.000,NULL,26,1,6,9,LHPIVTAFPNPLSV-UHFFFAOYSA-N,"[3-(oxolan-3-ylmethylcarbamoyl)-1,2-oxazol-5-yl]methyl 3-phenylpropanoate",NULL,1040,2,NULL,20160223,NULL
118608805,"Ethyl 3-[(5-phenyl-1,2-oxazole-3-carbonyl)amino]cyclobutane-1-carboxylate",SCHEMBL17374556|SCHEMBL17374271|SCHEMBL17374269,314.340,C17H18N2O4,81.400,430.000,NULL,23,1,5,6,UNLYVMHTBMSLLH-UHFFFAOYSA-N,"ethyl 3-[(5-phenyl-1,2-oxazole-3-carbonyl)amino]cyclobutane-1-carboxylate",NULL,1040,2,NULL,20160223,NULL
118673114,"Benzyl (2S)-4-methyl-2-[[(2S)-2-[[5-(morpholin-4-ylmethyl)-1,2-oxazole-3-carbonyl]amino]-4-phenylbutanoyl]amino]pentanoate",SCHEMBL17452255,576.700,C32H40N4O6,123.000,839.000,NULL,42,2,8,15,AMFMPBIUUDJFDT-YTMVLYRLSA-N,"benzyl (2S)-4-methyl-2-[[(2S)-2-[[5-(morpholin-4-ylmethyl)-1,2-oxazole-3-carbonyl]amino]-4-phenylbutanoyl]amino]pentanoate",NULL,1040,2,NULL,20160223,NULL
118698632,"Methyl 2-[[5-(phenylmethoxymethyl)-1,2-oxazole-3-carbonyl]amino]propanoate",SCHEMBL17482969,318.320,C16H18N2O5,90.700,398.000,NULL,23,1,6,8,REWBPWLZGCGRRI-UHFFFAOYSA-N,"methyl 2-[[5-(phenylmethoxymethyl)-1,2-oxazole-3-carbonyl]amino]propanoate",NULL,1040,2,NULL,20160223,NULL
118698696,"Methyl 3-[[5-(phenylmethoxymethyl)-1,2-oxazole-3-carbonyl]amino]propanoate",SCHEMBL17483035,318.320,C16H18N2O5,90.700,385.000,NULL,23,1,6,9,NWWPZNFGVWOFSH-UHFFFAOYSA-N,"methyl 3-[[5-(phenylmethoxymethyl)-1,2-oxazole-3-carbonyl]amino]propanoate",NULL,1040,2,NULL,20160223,NULL
118698708,"N-[2-Oxo-2-(oxolan-3-ylmethylamino)ethyl]-5-(phenylmethoxymethyl)-1,2-oxazole-3-carboxamide",SCHEMBL17483047,373.400,C19H23N3O5,103.000,484.000,NULL,27,2,6,9,RAADAVGIGQNOCC-UHFFFAOYSA-N,"N-[2-oxo-2-(oxolan-3-ylmethylamino)ethyl]-5-(phenylmethoxymethyl)-1,2-oxazole-3-carboxamide",NULL,1040,2,NULL,20160223,NULL
126456282,"Ethyl (E,4S)-4-[[(2S,5S)-5-[[4-deuterio-5-(trideuteriomethyl)-1,2-oxazole-3-carbonyl]amino]-2-[(4-fluorophenyl)methyl]-6-methyl-4-oxoheptanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",Rupintrivir-d4|J-014664,602.700,C31H39FN4O7,157.000,1010.000,NULL,43,3,9,16,CAYJBRBGZBCZKO-ZNQHFLJMSA-N,"ethyl (E,4S)-4-[[(2S,5S)-5-[[4-deuterio-5-(trideuteriomethyl)-1,2-oxazole-3-carbonyl]amino]-2-[(4-fluorophenyl)methyl]-6-methyl-4-oxoheptanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",NULL,,,NULL,20170411,NULL
